Time,ID,LAT,LON,ALT,Number of similar WiFis,SSID,Mac,Frequncy
2017-12-03 08:37:24,model=SM-G950F_device=dreamlte,32.10251743683182,35.2073387273908,695.5775665899107,1,victoria,00:8c:54:90:ce:d1,11
2017-12-03 08:37:27,model=SM-G950F_device=dreamlte,32.102458386443125,35.20743113335047,694.8881937656644,1,BezeqFree,06:ae:db:3a:64:05,1
2017-12-03 08:38:58,model=SM-G950F_device=dreamlte,32.10572050842588,35.2097599664662,688.5550300637956,1,NIPPON_2516,08:97:58:32:a6:3e,3
2017-12-03 08:45:06,model=SM-G950F_device=dreamlte,32.1049280958924,35.21028241262848,722.9373547253995,1,HP-Print-4b-LaserJet 400,08:ed:b9:3d:8f:4b,6
2017-12-03 08:46:24,model=Lenovo PB2-690Y_device=PB2PRO,32.1020859,35.20993739,692.0,1,Malibu,10:0d:7f:7c:90:0a,11
2017-12-03 08:39:13,model=SM-G950F_device=dreamlte,32.10614939016676,35.21138726608906,688.8993666020681,1,TOP-SECRET,10:be:f5:36:02:e2,8
2017-12-03 08:37:15,model=SM-G950F_device=dreamlte,32.10251814263996,35.20734901460898,698.9056862429085,1,LARISA,10:be:f5:39:8f:f2,3
2017-12-03 08:37:13,model=SM-G950F_device=dreamlte,32.102528187003614,35.20734570155965,700.1622738859833,1,Hagar,10:be:f5:3b:68:2c,11
2017-12-03 08:37:15,model=SM-G950F_device=dreamlte,32.10251814263996,35.20734901460898,698.9056862429085,1,Home,10:be:f5:a7:b4:f4,7
2017-12-03 08:37:13,model=SM-G950F_device=dreamlte,32.102528187003614,35.20734570155965,700.1622738859833,1,tanya,14:ae:db:3a:64:05,1
2017-12-03 08:37:18,model=SM-G950F_device=dreamlte,32.10251581558651,35.207339181669674,697.993173771496,1,BEZEQINT-8831,14:ae:db:43:88:35,6
2017-12-03 08:54:50,model=SM-G950F_device=dreamlte,32.10219394918968,35.21000358431366,700.9890867525717,2,GuyEmily,14:ae:db:4f:50:75,6
2017-12-03 08:37:33,model=SM-G950F_device=dreamlte,32.10258798763252,35.20759021123835,693.1085203108703,1,__ery,14:ae:db:58:0d:6d,11
2017-12-03 08:37:27,model=SM-G950F_device=dreamlte,32.102458386443125,35.20743113335047,694.8881937656644,1,Mama,14:ae:db:cb:05:f5,11
2017-12-03 08:41:22,model=SM-G950F_device=dreamlte,32.103147609584674,35.20814477182254,691.7941043072863,2,Biren2809,14:ae:db:cf:86:f5,11
2017-12-03 08:49:48,model=SM-G950F_device=dreamlte,32.10494482726751,35.210446896260514,717.6172124232385,1, ,18:d6:c7:ad:25:1a,13
2017-12-03 08:58:28,model=Lenovo PB2-690Y_device=PB2PRO,32.10302263323315,35.208963049025684,696.7058281338208,7,Ariel_University,1c:b9:c4:12:7c:c8,11
2017-12-03 08:41:22,model=SM-G950F_device=dreamlte,32.10302115000105,35.208813904216676,691.9923582374439,4,Ariel_University,1c:b9:c4:12:7c:cc,36
2017-12-03 08:45:45,model=SM-G950F_device=dreamlte,32.10293959060556,35.20903635611676,704.3085149474019,15,Ariel_University,1c:b9:c4:12:90:b8,11
2017-12-03 08:42:14,model=SM-G950F_device=dreamlte,32.10300529175981,35.209193209057055,698.8387424297592,8,Ariel_University,1c:b9:c4:12:90:bc,40
2017-12-03 08:51:08,model=Lenovo PB2-690Y_device=PB2PRO,32.10315268873085,35.209929381457165,695.8549108537276,8,Ariel_University,1c:b9:c4:12:af:78,11
2017-12-03 08:42:05,model=SM-G950F_device=dreamlte,32.102975182256614,35.20967918711385,697.3000448791336,3,Ariel_University,1c:b9:c4:12:af:7c,40
2017-12-03 08:42:08,model=SM-G950F_device=dreamlte,32.10329390169937,35.20991290582502,697.8941785167817,5,Ariel_University,1c:b9:c4:14:2b:88,11
2017-12-03 08:46:43,model=SM-G950F_device=dreamlte,32.103388164157224,35.209780212663475,713.0579802632583,1,Ariel_University,1c:b9:c4:14:2b:8c,44
2017-12-03 08:43:02,model=SM-G950F_device=dreamlte,32.104872300606495,35.210961673613276,695.4916420119257,12,Ariel_University,1c:b9:c4:14:2b:c8,6
2017-12-03 08:40:37,model=SM-G950F_device=dreamlte,32.10504392751344,35.21106960662548,702.0456994786932,3,Ariel_University,1c:b9:c4:14:2b:cc,36
2017-12-03 08:46:27,model=Lenovo PB2-690Y_device=PB2PRO,32.10235039189221,35.20927042511179,692.2206133052451,8,Ariel_University,1c:b9:c4:14:2b:d8,1
2017-12-03 08:41:40,model=SM-G950F_device=dreamlte,32.10220392277592,35.2092717476526,695.9776331182592,5,Ariel_University,1c:b9:c4:14:2b:dc,36
2017-12-03 08:41:37,model=SM-G950F_device=dreamlte,32.10240105789399,35.209144564397185,697.9423213346126,4,Ariel_University,1c:b9:c4:14:2c:18,1
2017-12-03 08:42:02,model=SM-G950F_device=dreamlte,32.102947551313704,35.209910235632215,694.7581556310139,10,Ariel_University,1c:b9:c4:14:2c:38,6
2017-12-03 08:51:09,model=SM-G950F_device=dreamlte,32.102976076115155,35.20994729531627,696.7128933837492,5,Ariel_University,1c:b9:c4:14:2c:3c,52
2017-12-03 08:45:51,model=Lenovo PB2-690Y_device=PB2PRO,32.102714129156595,35.208955705994235,693.84905160281,11,Ariel_University,1c:b9:c4:14:2f:68,6
2017-12-03 08:41:31,model=SM-G950F_device=dreamlte,32.10263474546557,35.20893994700708,690.5293943929987,4,Ariel_University,1c:b9:c4:14:2f:6c,36
2017-12-03 08:38:58,model=SM-G950F_device=dreamlte,32.10591114100764,35.21043701631978,688.6622483231179,2,Ariel_University,1c:b9:c4:14:2f:a8,1
2017-12-03 08:44:55,model=Lenovo PB2-690Y_device=PB2PRO,32.10501114734997,35.21068038303641,697.5475606772844,4,Ariel_University,1c:b9:c4:14:30:08,1
2017-12-03 08:40:43,model=SM-G950F_device=dreamlte,32.10506214894986,35.21071549460977,692.6868607099875,1,Ariel_University,1c:b9:c4:14:30:0c,36
2017-12-03 08:59:52,model=Lenovo PB2-690Y_device=PB2PRO,32.10292340039279,35.20969559237643,700.9384049099175,5,Ariel_University,1c:b9:c4:14:30:38,1
2017-12-03 08:42:05,model=SM-G950F_device=dreamlte,32.10298530383412,35.20969269755819,701.7019225009692,4,Ariel_University,1c:b9:c4:14:30:3c,44
2017-12-03 08:37:18,model=SM-G950F_device=dreamlte,32.10268025308704,35.208905151020254,692.5193655579834,10,Ariel_University,1c:b9:c4:14:33:c8,11
2017-12-03 08:46:19,model=SM-G950F_device=dreamlte,32.102518364534426,35.2088820713498,700.1854284214463,7,Ariel_University,1c:b9:c4:14:33:cc,48
2017-12-03 08:40:34,model=SM-G950F_device=dreamlte,32.104519883098945,35.211279570886184,694.6482809964774,4,Ariel_University,1c:b9:c4:14:36:f8,6
2017-12-03 08:42:38,model=SM-G950F_device=dreamlte,32.10423235881814,35.2111784466841,704.2993113818352,2,Ariel_University,1c:b9:c4:14:36:fc,36
2017-12-03 08:40:58,model=SM-G950F_device=dreamlte,32.103909863283285,35.20946884775084,696.091410434499,5,Ariel_University,1c:b9:c4:14:62:48,11
2017-12-03 08:40:58,model=SM-G950F_device=dreamlte,32.10457102888188,35.209608501213296,692.8918490649098,1,Ariel_University,1c:b9:c4:14:62:4c,36
2017-12-03 08:46:12,model=Lenovo PB2-690Y_device=PB2PRO,32.10208600104862,35.20928813919664,690.0247298147438,3,Ariel_University,1c:b9:c4:15:1b:88,11
2017-12-03 08:41:47,model=SM-G950F_device=dreamlte,32.10202729086905,35.20947062720155,690.8338172894856,2,Ariel_University,1c:b9:c4:15:1b:8c,58
2017-12-03 09:09:03,model=Lenovo PB2-690Y_device=PB2PRO,32.103534568057206,35.209501952280725,701.7597470618819,17,Ariel_University,1c:b9:c4:15:1c:b8,1
2017-12-03 08:46:43,model=SM-G950F_device=dreamlte,32.103388164157224,35.209780212663475,713.0579802632583,1,Ariel_University,1c:b9:c4:15:1c:bc,36
2017-12-03 08:50:55,model=Lenovo PB2-690Y_device=PB2PRO,32.1025584617529,35.20986963450915,691.6443246693005,6,Ariel_University,1c:b9:c4:15:1e:68,1
2017-12-03 08:42:08,model=SM-G950F_device=dreamlte,32.10251278681855,35.20963302577492,693.2846435046687,2,Ariel_University,1c:b9:c4:15:1e:6c,36
2017-12-03 08:45:07,model=Lenovo PB2-690Y_device=PB2PRO,32.1048194748832,35.21014193535791,697.8852428165849,4,Ariel_University,1c:b9:c4:15:20:38,11
2017-12-03 08:45:09,model=SM-G950F_device=dreamlte,32.104182241647806,35.20926223476808,698.5264667741548,6,Ariel_University,1c:b9:c4:15:23:58,6
2017-12-03 08:41:10,model=SM-G950F_device=dreamlte,32.104079300627305,35.20894493919268,693.2106002961864,1,Ariel_University,1c:b9:c4:15:23:5c,36
2017-12-03 08:47:26,model=SM-G950F_device=dreamlte,32.10478559828744,35.21024369540257,701.243239822832,9,Ariel_University,1c:b9:c4:15:25:48,1
2017-12-03 08:45:10,model=Lenovo PB2-690Y_device=PB2PRO,32.10474846,35.21005988,687.0,1,Ariel_University,1c:b9:c4:15:25:4c,44
2017-12-03 08:40:49,model=SM-G950F_device=dreamlte,32.10493191549645,35.21025667401684,692.7030958914264,1,Ariel_University,1c:b9:c4:15:34:b8,6
2017-12-03 08:45:06,model=SM-G950F_device=dreamlte,32.1049280958924,35.21028241262848,722.9373547253995,1,Ariel_University,1c:b9:c4:15:34:bc,36
2017-12-03 08:40:43,model=SM-G950F_device=dreamlte,32.105151145554075,35.21116457683499,700.3504652541378,4,Ariel_University,1c:b9:c4:15:36:98,1
2017-12-03 08:39:34,model=SM-G950F_device=dreamlte,32.105191757257465,35.2112199723324,703.6200349313401,3,Ariel_University,1c:b9:c4:15:36:9c,36
2017-12-03 08:39:34,model=SM-G950F_device=dreamlte,32.105448644069995,35.21192983211315,691.5885470680463,1,Ariel_University,1c:b9:c4:15:3a:28,1
2017-12-03 08:39:37,model=SM-G950F_device=dreamlte,32.105338150765675,35.21187487697705,692.0554072332519,1,Ariel_University,1c:b9:c4:15:3a:2c,36
2017-12-03 08:46:40,model=SM-G950F_device=dreamlte,32.102373690941626,35.20964114033786,698.1569237525265,8,Ariel_University,1c:b9:c4:15:3a:38,11
2017-12-03 08:41:47,model=SM-G950F_device=dreamlte,32.102049198139355,35.20957634222167,691.3318336450411,2,Ariel_University,1c:b9:c4:15:3a:3c,44
2017-12-03 08:41:44,model=SM-G950F_device=dreamlte,32.102337808940824,35.20952023658237,696.010808278735,8,Ariel_University,1c:b9:c4:15:3d:58,11
2017-12-03 08:41:50,model=SM-G950F_device=dreamlte,32.101993215281134,35.209569911503216,690.6407658565206,2,Ariel_University,1c:b9:c4:15:3d:5c,36
2017-12-03 08:51:08,model=Lenovo PB2-690Y_device=PB2PRO,32.103095871714956,35.21015733333644,694.0904349206564,7,Ariel_University,1c:b9:c4:15:3d:68,6
2017-12-03 08:42:02,model=SM-G950F_device=dreamlte,32.10264502460317,35.209897806241734,696.5341776276562,2,Ariel_University,1c:b9:c4:15:3d:6c,44
2017-12-03 08:45:12,model=SM-G950F_device=dreamlte,32.10442512242979,35.210648214896864,699.365160793818,9,Ariel_University,1c:b9:c4:15:41:78,1
2017-12-03 08:42:35,model=SM-G950F_device=dreamlte,32.10416345117808,35.2110012459743,696.2173923900879,3,Ariel_University,1c:b9:c4:15:41:7c,44
2017-12-03 08:56:03,model=SM-G950F_device=dreamlte,32.10502822509183,35.21067182131275,695.0809567491029,11,Ariel_University,1c:b9:c4:15:42:68,11
2017-12-03 08:38:58,model=SM-G950F_device=dreamlte,32.105382326454894,35.210379922222494,690.5953548222516,2,Ariel_University,1c:b9:c4:15:42:6c,48
2017-12-03 08:45:51,model=Lenovo PB2-690Y_device=PB2PRO,32.102635300506314,35.20896432454617,697.8887699468977,6,Ariel_University,1c:b9:c4:15:43:e8,1
2017-12-03 08:46:19,model=SM-G950F_device=dreamlte,32.102298630301554,35.20922609710819,706.4003318459148,3,Ariel_University,1c:b9:c4:15:43:ec,36
2017-12-03 08:43:02,model=SM-G950F_device=dreamlte,32.1048697185748,35.210379423671185,700.5148918285998,20,Ariel_University,1c:b9:c4:15:44:58,11
2017-12-03 08:45:24,model=SM-G950F_device=dreamlte,32.10497716790047,35.21024127242585,706.9197561283919,7,Ariel_University,1c:b9:c4:15:44:5c,44
2017-12-03 08:40:22,model=SM-G950F_device=dreamlte,32.10461220426342,35.21092258238059,695.4042831284123,14,Ariel_University,1c:b9:c4:15:44:88,6
2017-12-03 08:40:40,model=SM-G950F_device=dreamlte,32.10473150718274,35.211193917522,695.551073827083,2,Ariel_University,1c:b9:c4:15:44:8c,36
2017-12-03 08:42:05,model=SM-G950F_device=dreamlte,32.10304055326519,35.20981373212277,696.0379827520758,5,Ariel_University,1c:b9:c4:15:ec:38,6
2017-12-03 09:01:34,model=Lenovo PB2-690Y_device=PB2PRO,32.102966652510524,35.20967465253963,699.7362750892721,4,Ariel_University,1c:b9:c4:15:ec:3c,36
2017-12-03 08:45:04,model=Lenovo PB2-690Y_device=PB2PRO,32.10414639744717,35.21071504724529,697.3529486189451,8,Ariel_University,1c:b9:c4:15:ed:38,6
2017-12-03 08:42:32,model=SM-G950F_device=dreamlte,32.10414685341135,35.210800777058985,704.4425966317007,2,Ariel_University,1c:b9:c4:15:ed:3c,36
2017-12-03 08:49:49,model=Lenovo PB2-690Y_device=PB2PRO,32.10463009189627,35.21103419284488,690.6537700185136,11,Ariel_University,1c:b9:c4:15:ed:48,1
2017-12-03 08:47:27,model=Lenovo PB2-690Y_device=PB2PRO,32.1048674859546,35.21138014652286,690.8633013150281,2,Ariel_University,1c:b9:c4:15:ed:4c,44
2017-12-03 08:46:03,model=Lenovo PB2-690Y_device=PB2PRO,32.102324752084236,35.209331493043635,694.8604361878397,8,Ariel_University,1c:b9:c4:15:ed:78,6
2017-12-03 08:41:50,model=SM-G950F_device=dreamlte,32.10199115789806,35.20958210879809,691.3292746776632,1,Ariel_University,1c:b9:c4:15:ed:7c,60
2017-12-03 08:42:14,model=SM-G950F_device=dreamlte,32.10336183777687,35.20975078092387,700.4082398392861,3,IT-MNG,1c:b9:c4:15:ed:b8,1
2017-12-03 09:07:13,model=Lenovo PB2-690Y_device=PB2PRO,32.1034255,35.20978696,702.0,1,IT-MNG,1c:b9:c4:15:ed:bc,48
2017-12-03 08:41:07,model=SM-G950F_device=dreamlte,32.10378602117692,35.20954104770006,700.0401092962562,15,Ariel_University,1c:b9:c4:15:fd:48,1
2017-12-03 08:42:23,model=SM-G950F_device=dreamlte,32.1039560632623,35.20965595587197,707.7773313434046,9,Ariel_University,1c:b9:c4:15:fd:4c,36
2017-12-03 08:44:52,model=Lenovo PB2-690Y_device=PB2PRO,32.10534576509134,35.21169309934411,691.3431389455745,3,IT-MNG,1c:b9:c4:15:fd:e8,11
2017-12-03 08:39:34,model=SM-G950F_device=dreamlte,32.10533711925973,35.2118598855837,691.9964341016355,2,Ariel_University,1c:b9:c4:15:fd:ec,40
2017-12-03 08:41:37,model=SM-G950F_device=dreamlte,32.102339731932126,35.20930495221809,692.9193973951036,5,Ariel_University,1c:b9:c4:16:04:78,11
2017-12-03 08:54:47,model=SM-G950F_device=dreamlte,32.102271738464836,35.20927735809509,704.3875712040443,3,Ariel_University,1c:b9:c4:16:04:7c,60
2017-12-03 08:38:40,model=SM-G950F_device=dreamlte,32.10444318442077,35.20977958555386,695.8260189009867,14,Ariel_University,1c:b9:c4:16:05:38,11
2017-12-03 08:54:11,model=SM-G950F_device=dreamlte,32.104617359952364,35.209437597427666,695.5120296503743,4,Ariel_University,1c:b9:c4:16:05:3c,36
2017-12-03 08:39:43,model=SM-G950F_device=dreamlte,32.10474883983461,35.210693424890316,701.9723431969405,16,Ariel_University,1c:b9:c4:16:05:78,6
2017-12-03 08:53:41,model=SM-G950F_device=dreamlte,32.104875348940055,35.210819919028296,708.9043805783167,5,Ariel_University,1c:b9:c4:16:05:7c,36
2017-12-03 08:46:37,model=SM-G950F_device=dreamlte,32.10367691562782,35.21008264031051,703.6814760555384,27,Ariel_University,1c:b9:c4:16:06:b8,11
2017-12-03 08:42:11,model=SM-G950F_device=dreamlte,32.10366539856664,35.21001473018414,703.3813108462018,7,Ariel_University,1c:b9:c4:16:06:bc,48
2017-12-03 08:38:55,model=SM-G950F_device=dreamlte,32.10584273376777,35.21021078186345,688.5965322405589,3,Ariel_University,1c:b9:c4:16:06:e8,11
2017-12-03 08:39:04,model=SM-G950F_device=dreamlte,32.10604981378468,35.21091908466632,688.7622466266455,2,Ariel_University,1c:b9:c4:16:06:ec,44
2017-12-03 08:42:11,model=SM-G950F_device=dreamlte,32.10287422469279,35.209586802655686,696.7918042281749,9,Ariel_University,1c:b9:c4:16:11:a8,1
2017-12-03 08:46:19,model=SM-G950F_device=dreamlte,32.10238902572058,35.20923578009255,701.2747772025522,6,Ariel_University,1c:b9:c4:16:11:ac,44
2017-12-03 08:45:42,model=Lenovo PB2-690Y_device=PB2PRO,32.10358120061593,35.20879532777539,702.3207686528216,2,Ariel_University,1c:b9:c4:16:12:e8,1
2017-12-03 08:41:19,model=SM-G950F_device=dreamlte,32.10356596775584,35.20877573109439,697.2890669002472,4,Ariel_University,1c:b9:c4:16:13:08,11
2017-12-03 08:41:25,model=SM-G950F_device=dreamlte,32.10332614802254,35.20866418715774,692.4506545358308,1,Ariel_University,1c:b9:c4:16:13:0c,44
2017-12-03 08:41:25,model=SM-G950F_device=dreamlte,32.103799696534956,35.209363177056936,702.5800850390748,11,Ariel_University,1c:b9:c4:16:1d:78,1
2017-12-03 09:06:43,model=Lenovo PB2-690Y_device=PB2PRO,32.10380222483328,35.20943242378063,710.3086401521953,2,Ariel_University,1c:b9:c4:16:1d:7c,44
2017-12-03 08:46:03,model=SM-G950F_device=dreamlte,32.10344997974311,35.209005411386286,701.2471810163975,24,Ariel_University,1c:b9:c4:16:28:e8,1
2017-12-03 08:41:07,model=SM-G950F_device=dreamlte,32.10383973315255,35.20889571793293,701.5034186413068,5,Ariel_University,1c:b9:c4:16:28:ec,36
2017-12-03 08:37:39,model=SM-G950F_device=dreamlte,32.1027578494726,35.208910534525934,695.7421434380835,10,Ariel_University,1c:b9:c4:16:28:f8,6
2017-12-03 08:46:19,model=SM-G950F_device=dreamlte,32.10242523005958,35.20900344642831,705.0500020451591,6,Ariel_University,1c:b9:c4:16:28:fc,36
2017-12-03 08:39:46,model=SM-G950F_device=dreamlte,32.104821586826894,35.210819856935046,690.517233496498,9,Ariel_University,1c:b9:c4:16:2b:e8,6
2017-12-03 08:44:54,model=SM-G950F_device=dreamlte,32.105083845149835,35.21105176968496,723.7793960780249,1,Ariel_University,1c:b9:c4:16:2b:ec,36
2017-12-03 08:53:29,model=SM-G950F_device=dreamlte,32.10485506920522,35.21035842981894,702.4056720865938,11,Ariel_University,1c:b9:c4:16:2d:e8,11
2017-12-03 08:40:49,model=SM-G950F_device=dreamlte,32.10493191549645,35.21025667401684,692.7030958914264,1,Ariel_University,1c:b9:c4:16:2d:ec,36
2017-12-03 08:45:30,model=Lenovo PB2-690Y_device=PB2PRO,32.10417409535365,35.20908661069742,691.6582550631983,2,Ariel_University,1c:b9:c4:16:cc:d8,1
2017-12-03 08:41:16,model=SM-G950F_device=dreamlte,32.1037453613347,35.208747637130664,692.9018041152,1,Ariel_University,1c:b9:c4:16:cc:dc,36
2017-12-03 08:39:25,model=SM-G950F_device=dreamlte,32.105760148875554,35.21206399289527,690.460869314654,2,IT-MNG,1c:b9:c4:16:cd:18,1
2017-12-03 08:39:28,model=SM-G950F_device=dreamlte,32.10578181130056,35.21207187967583,690.5323471428377,1,Ariel_University,1c:b9:c4:16:cd:1c,36
2017-12-03 08:38:22,model=SM-G950F_device=dreamlte,32.1044140461797,35.20788087493433,689.9496964638441,1,Ariel_University,1c:b9:c4:16:cd:68,11
2017-12-03 08:37:15,model=SM-G950F_device=dreamlte,32.10312347302773,35.208837464661066,698.2028615729478,18,Ariel_University,1c:b9:c4:16:d2:88,11
2017-12-03 08:54:32,model=SM-G950F_device=dreamlte,32.1031141011101,35.208605039920876,701.7124141249267,10,Ariel_University,1c:b9:c4:16:d2:8c,44
2017-12-03 08:42:17,model=SM-G950F_device=dreamlte,32.10360134361631,35.21001398704486,698.4176637615689,5,Ariel_University,1c:b9:c4:16:e5:a8,6
2017-12-03 08:42:17,model=SM-G950F_device=dreamlte,32.10360554777893,35.20981182556972,696.9845369879256,1,Ariel_University,1c:b9:c4:16:e5:ac,36
2017-12-03 08:45:07,model=Lenovo PB2-690Y_device=PB2PRO,32.10435411712129,35.21091056775143,698.0151043980396,12,Ariel_University,1c:b9:c4:16:e8:f8,11
2017-12-03 08:42:32,model=SM-G950F_device=dreamlte,32.10415575294136,35.21103695836558,696.100390839485,3,Ariel_University,1c:b9:c4:16:e8:fc,36
2017-12-03 08:41:40,model=SM-G950F_device=dreamlte,32.10304834685059,35.209781569588664,696.662552737412,11,Ariel_University,1c:b9:c4:16:ed:38,6
2017-12-03 08:54:59,model=SM-G950F_device=dreamlte,32.10308440108971,35.20980205849447,703.6232781252894,8,Ariel_University,1c:b9:c4:16:ed:3c,44
2017-12-03 08:42:20,model=SM-G950F_device=dreamlte,32.10364787662065,35.21008034790614,700.8670325153143,5,Ariel_University,1c:b9:c4:16:ed:48,6
2017-12-03 08:41:59,model=SM-G950F_device=dreamlte,32.10295636237959,35.21017553056079,693.3648379987367,10,Ariel_University,1c:b9:c4:16:ee:98,6
